state,city,hospital_name,alt_name1,alt_name2,alt_name3,alt_name4,alt_name5,hospital_type,url,current_status,building_style,architecture_style,final_year_opened,final_year_closed,final_hospital_age,final_number_of_beds,final_number_of_patients,incomplete_page_flag,kirkbride_flag,hand_check_flag
Minnesota,St. James,St. James Hospital and Sanitarium,,,,,,Private Institutions,https://www.asylumprojects.org/index.php?title=St._James_Hospital_and_Sanitarium,,Single Building,,1909.0,,,,250.0,0,0,0
Minnesota,Flandreau,Fandreau Indian Boarding School,Flandreau Indian Boarding School,,,,,Reform Schools,https://www.asylumprojects.org/index.php?title=Fandreau_Indian_Boarding_School,Active,,,1891.0,,,,,0,0,0
Minnesota,Red Wing,Minnesota State Training School,Minnesota State Reform School,Minnesota Correctional Facility (Current),,,,Reform Schools,https://www.asylumprojects.org/index.php?title=Minnesota_State_Training_School,Active,Cottage Plan,Richardsonian Romanesque,1891.0,,,,,0,0,0
Minnesota,Morris,Morris Industrial School for Indians,,,,,,Reform Schools,https://www.asylumprojects.org/index.php?title=Morris_Industrial_School_for_Indians,Active,,,1900.0,1909.0,9.0,,160.0,0,0,0
Minnesota,2 Mi N of Pipestone,Pipestone Indian School,Pipestone Indian Boarding School,,,,,Reform Schools,https://www.asylumprojects.org/index.php?title=Pipestone_Indian_School,Active,,,1893.0,1953.0,60.0,,100.0,0,0,0
Minnesota,,Creating Anoka County Poor Farm,,,,,,County Asylums,https://www.asylumprojects.org/index.php?title=Anoka_County_Poor_Farm&action=edit&redlink=1,,,,,,,,,1,0,1
Minnesota,Mankato,Blue Earth County Poor Farm,Blue Earth County Home,Oak Grove Rest Home,,,,County Asylums,https://www.asylumprojects.org/index.php?title=Blue_Earth_County_Poor_Farm,Preserved,Single Building,,1877.0,1987.0,110.0,,44.0,0,0,0
Minnesota,Nashville,Brown County Poor Farm,Brown County Asylum,,,,,County Asylums,https://www.asylumprojects.org/index.php?title=Brown_County_Poor_Farm,Preserved,Single Building,Queen Anne,1896.0,1963.0,67.0,,15.0,0,0,0
Minnesota,,Creating Chippewa County Poor Farm,,,,,,County Asylums,https://www.asylumprojects.org/index.php?title=Chippewa_County_Poor_Farm&action=edit&redlink=1,,,,,,,,,1,0,1
Minnesota,North Branch,Chisago County Poor House,,,,,,County Asylums,https://www.asylumprojects.org/index.php?title=Chisago_County_Poor_House,Demolished,Single Building,,1871.0,2000.0,129.0,,,0,0,0
Minnesota,Madison,Lac Qui Parle County Poor farm,,,,,,County Asylums,https://www.asylumprojects.org/index.php?title=Lac_Qui_Parle_County_Poor_farm,Demolished,Single Building,,1907.0,1979.0,72.0,,,0,0,0
Minnesota,,Creating Nininger Home for the Poor,,,,,,County Asylums,https://www.asylumprojects.org/index.php?title=Nininger_Home_for_the_Poor&action=edit&redlink=1,,,,,,,,,1,0,1
Minnesota,,Creating Olmstead County Poor House,,,,,,County Asylums,https://www.asylumprojects.org/index.php?title=Olmstead_County_Poor_House&action=edit&redlink=1,,,,,,,,,1,0,1
Minnesota,,Creating Otter Tail County Poor House,,,,,,County Asylums,https://www.asylumprojects.org/index.php?title=Otter_Tail_County_Poor_House&action=edit&redlink=1,,,,,,,,,1,0,1
Minnesota,,Creating Pipestone County Poor House,,,,,,County Asylums,https://www.asylumprojects.org/index.php?title=Pipestone_County_Poor_House&action=edit&redlink=1,,,,,,,,,1,0,1
Minnesota,,Creating St. Louis County Poor Farm,,,,,,County Asylums,https://www.asylumprojects.org/index.php?title=St._Louis_County_Poor_Farm&action=edit&redlink=1,,,,,,,,,1,0,1
Minnesota,,Creating Ramsey County Poor Farm,,,,,,County Asylums,https://www.asylumprojects.org/index.php?title=Ramsey_County_Poor_Farm&action=edit&redlink=1,,,,,,,,,1,0,1
Minnesota,,Creating Rice County Poor House,,,,,,County Asylums,https://www.asylumprojects.org/index.php?title=Rice_County_Poor_House&action=edit&redlink=1,,,,,,,,,1,0,1
Minnesota,,Creating Rock County Poor House,,,,,,County Asylums,https://www.asylumprojects.org/index.php?title=Rock_County_Poor_House&action=edit&redlink=1,,,,,,,,,1,0,1
Minnesota,Wabasha,Wabasha County Poor House,,,,,,County Asylums,https://www.asylumprojects.org/index.php?title=Wabasha_County_Poor_House,Preserved,Single Building,,1873.0,1952.0,79.0,,,0,0,0
Minnesota,Stillwater,Washington County Poor House,Pine Point Nursing Home,,,,,County Asylums,https://www.asylumprojects.org/index.php?title=Washington_County_Poor_House,Preserved,Single Building,,1867.0,1977.0,110.0,,63.0,0,0,0
Minnesota,,Creating Winona County Poor Farm,,,,,,County Asylums,https://www.asylumprojects.org/index.php?title=Winona_County_Poor_Farm&action=edit&redlink=1,,,,,,,,,1,0,1
Minnesota,Wabasha,Buena Vista State Sanatorium,Buena Vista Rest Home,,,,,Sanitariums,https://www.asylumprojects.org/index.php?title=Buena_Vista_State_Sanatorium,Demolished,Single Building,,1917.0,1955.0,38.0,30.0,,0,0,0
Minnesota,Brighton,Cuenca Sanatorium,Children's Preventorium of Ramsey County,,,,,Sanitariums,https://www.asylumprojects.org/index.php?title=Cuenca_Sanatorium,Demolished,Single Building,,1910.0,1953.0,43.0,30.0,,0,0,0
Minnesota,Brainerd,Deerwood Sanatorium,Cedar Brook Manor,,,,,Sanitariums,https://www.asylumprojects.org/index.php?title=Deerwood_Sanatorium,Demolished,Single Building,,1918.0,1952.0,34.0,24.0,,0,0,0
Minnesota,Wadena,Fair Oaks Lodge Sanatorium,Shady Lane Rest Home,Fair Oaks Lodge (Current),,,,Sanitariums,https://www.asylumprojects.org/index.php?title=Fair_Oaks_Lodge_Sanatorium,Preserved,Single Building,,1918.0,1951.0,33.0,36.0,,0,0,0
Minnesota,Minnetonka,Glen Lake Sanatorium,,,,,,Sanitariums,https://www.asylumprojects.org/index.php?title=Glen_Lake_Sanatorium,Demolished,Cottage Plan,,1916.0,1990.0,74.0,,,0,0,0
Minnesota,Puposky,Lake Julia Sanatorium,Lake Julia Rest Home,,,,,Sanitariums,https://www.asylumprojects.org/index.php?title=Lake_Julia_Sanatorium,Closed,Single Building,,1916.0,1968.0,52.0,50.0,,0,0,0
Minnesota,Cannon Falls,Mineral Springs Sanatorium,,,,,,Sanitariums,https://www.asylumprojects.org/index.php?title=Mineral_Springs_Sanatorium,Demolished,Single Building,,1915.0,1991.0,76.0,100.0,,0,0,0
Minnesota,Walker,Minnesota State Sanatorium,Minnesota Sanitorium for Consumptives,Ah-Gwah-Ching Center,,,,Sanitariums,https://www.asylumprojects.org/index.php?title=Minnesota_State_Sanatorium,Demolished,Cottage Plan,,1907.0,2008.0,101.0,343.0,105.0,0,0,0
Minnesota,Duluth,Nopeming Sanatorium,Nopeming Nursing Home,Nopeming Care Center,,,,Sanitariums,https://www.asylumprojects.org/index.php?title=Nopeming_Sanatorium,Closed,Single Building,,1912.0,2002.0,90.0,159.0,151.0,0,0,0
Minnesota,Thief River Falls,Oakland Park Sanitarium,,,,,,Sanitariums,https://www.asylumprojects.org/index.php?title=Oakland_Park_Sanitarium,Demolished,Single Building,,1918.0,1999.0,81.0,24.0,54.0,0,0,0
Minnesota,Amor Twp.,Otter Tail County Sanatorium,,,,,,Sanitariums,https://www.asylumprojects.org/index.php?title=Otter_Tail_County_Sanatorium,Demolished,Single Building,,1913.0,1954.0,41.0,37.0,,0,0,0
Minnesota,Minneapolis,Parkview Sanatorium,Hopewell Cottage,,,,,Sanitariums,https://www.asylumprojects.org/index.php?title=Parkview_Sanatorium,Demolished,Single Building,,1907.0,1924.0,17.0,115.0,,0,0,0
Minnesota,Grasston,Pokegama Sanatorium,Pine Manor,,,,,Sanitariums,https://www.asylumprojects.org/index.php?title=Pokegama_Sanatorium,Closed,Cottage Plan,,1905.0,1943.0,38.0,36.0,,0,0,0
Minnesota,St. Paul,Ramsey Tuberculosis Pavilion,Ramsey County Sanatorium,,,,,Sanitariums,https://www.asylumprojects.org/index.php?title=Ramsey_Tuberculosis_Pavilion,Demolished,Single Building,,1914.0,1951.0,37.0,200.0,,0,0,0
Minnesota,Granite Falls,Riverside Sanatorium,,,,,,Sanitariums,https://www.asylumprojects.org/index.php?title=Riverside_Sanatorium,Demolished,Single Building,,1917.0,1975.0,58.0,,,0,0,0
Minnesota,Lake Park,Sand Beach Sanatorium,Clay-Becker Sanatorium,Sunnyside Rest Home for the Aged (Current),,,,Sanitariums,https://www.asylumprojects.org/index.php?title=Sand_Beach_Sanatorium,Preserved,Single Building,,1916.0,1951.0,35.0,42.0,,0,0,0
Minnesota,Worthington,Southwestern Minnesota Sanatorium,Lakeview School,Worthington Crippled Children’s School,,,,Sanitariums,https://www.asylumprojects.org/index.php?title=Southwestern_Minnesota_Sanatorium,Demolished,Cottage Plan,,1917.0,1957.0,40.0,,,0,0,0
Minnesota,Crookston,Sunnyrest Sanatorium,,,,,,Sanitariums,https://www.asylumprojects.org/index.php?title=Sunnyrest_Sanatorium,Demolished,Single Building,,1916.0,1977.0,61.0,,60.0,0,0,0
Illinois,Champaign,Adler Mental Health Center,Herman M. Adler Zone Center,,,,,State Hospitals,https://www.asylumprojects.org/index.php?title=Adler_Mental_Health_Center,Closed,Cottage Plan,,1967.0,1982.0,15.0,,,0,0,0
Illinois,Decatur,Adolf Meyer Zone Center,Decatur Mental Health Center,Decatur Correctional Center (Current),,,,State Hospitals,https://www.asylumprojects.org/index.php?title=Adolf_Meyer_Zone_Center,Closed,Cottage Plan,,1965.0,1996.0,31.0,,,0,0,0
Illinois,East Alton,Alton State Hospital,Alton Mental Health Center,,,,,State Hospitals,https://www.asylumprojects.org/index.php?title=Alton_State_Hospital,Active,Cottage Plan,,1916.0,,,1084.0,1775.0,0,0,0
Illinois,Anna,Anna State Hospital,Clyde Choate Mental Health and Developmental Center,Southern Illinois State Hospital,Choate State Hospital,,,State Hospitals,https://www.asylumprojects.org/index.php?title=Anna_State_Hospital,Active,Kirkbride Plan,,1875.0,,,,1100.0,0,1,0
Illinois,Peoria,Bartonville State Hospital,Peoria State Hospital,Peoria State Hospital for the Incurable Insane,Illinois General Hospital for the Insane,Bartonville Asylum,,State Hospitals,https://www.asylumprojects.org/index.php?title=Bartonville_State_Hospital,Demolished,Cottage Plan,,1902.0,1972.0,70.0,,13510.0,0,0,0
Illinois,Chester,Chester State Hospital,Chester Asylum for Insane Criminals,Chester State Hospital for Insane Criminal,Illinois Security Hospital at Menard,Illinois General Hospital for the Insane,Chester Mental Health Center,State Hospitals,https://www.asylumprojects.org/index.php?title=Chester_State_Hospital,Active,Cottage Plan,,1891.0,,,,,0,0,0
Illinois,Chicago,Chicago State Hospital,Cook County Institution at Dunning,Dunning Asylum,Dunning Mental Institute,Cook County Institution at Dunning,Read Mental Health Facility,State Hospitals,https://www.asylumprojects.org/index.php?title=Chicago_State_Hospital,Demolished,Kirkbride Plan,,1869.0,1971.0,102.0,,3019.0,0,1,0
Illinois,East Moline,East Moline State Hospital,Western Hospital for the Insane,Watertown State Hospital,East Moline Mental Health Center,East Moline Correctional Center (Since 1980),,State Hospitals,https://www.asylumprojects.org/index.php?title=East_Moline_State_Hospital,Active (As a Correctional Facility),Transition Plan,,1898.0,1980.0,82.0,75.0,260.0,0,1,0
Illinois,Elgin,Elgin State Hospital,Northern Illinois Hospital for the Insane,Illinois Hospital for the Insane,South Elgin State Hospital,Elgin Mental Health Center,,State Hospitals,https://www.asylumprojects.org/index.php?title=Elgin_State_Hospital,Active,Kirkbride Plan,Italianate,1872.0,,,1210.0,7644.0,0,1,0
Illinois,Galesburg,Galesburg State Research Hospital,Mayo General Hospital,Galesburg State Hospital,Galesburg Mental Health Center,,,State Hospitals,https://www.asylumprojects.org/index.php?title=Galesburg_State_Research_Hospital,Closed,Cottage Plan,,1950.0,1985.0,35.0,2350.0,3000.0,0,0,0
Illinois,Chicago,Herrick House Childrens Center,Herrick House,Sunset Camp Service League,,,,State Hospitals,https://www.asylumprojects.org/index.php?title=Herrick_House_Childrens_Center,Active,Single Building,,1921.0,,,,,0,0,0
Illinois,Chicago,Institute for Juvenile Research,"Juvenile Psychopathic Institute,",William Healy School,,,,State Hospitals,https://www.asylumprojects.org/index.php?title=Institute_for_Juvenile_Research,Active,Cottage Plan,,1917.0,,,,,0,0,0
Illinois,Jacksonville,Jacksonville State Hospital,Central Hospital For The Insane,Illinois State Hospital for the Insane,Jacksonville Developmental Center,Jacksonville Mental Health and Developmental Center,,State Hospitals,https://www.asylumprojects.org/index.php?title=Jacksonville_State_Hospital,Closed,Kirkbride Plan (Demolished),,1850.0,2012.0,162.0,,3000.0,0,1,0
Illinois,Kankakee,Kankakee State Hospital,Illinois Eastern Hospital for the Insane,Kankakee Developmental Center,Kankakee Mental Health Center,Governor Samuel H. Shapiro Development Center,,State Hospitals,https://www.asylumprojects.org/index.php?title=Kankakee_State_Hospital,Active,"Cottage Plan
Kirkbride Plan",Romanesque,1879.0,,,,2200.0,0,1,0
Illinois,Hines,Madden Mental Health Center,John J. Madden Zone Center,,,,,State Hospitals,https://www.asylumprojects.org/index.php?title=Madden_Mental_Health_Center,Active,Cottage Plan,,1967.0,,,,320.0,0,0,0
Illinois,Manteno,Manteno State Hospital,Manteno Mental Health Center,,,,,State Hospitals,https://www.asylumprojects.org/index.php?title=Manteno_State_Hospital,Closed,Cottage Plan,Georgian,1929.0,1985.0,56.0,,8185.0,0,0,0
Illinois,Springfield,McFarland Mental Health Center,Andrew McFarland Zone Center,Packard Mental Health Center (Current),,,,State Hospitals,https://www.asylumprojects.org/index.php?title=McFarland_Mental_Health_Center,Active,Cottage Plan,,1966.0,,,,120.0,0,0,0
Illinois,Rockford,Singer Mental Health Center,H. Douglas Singer Zone Center,,,,,State Hospitals,https://www.asylumprojects.org/index.php?title=Singer_Mental_Health_Center,Closed,Cottage Plan,,1966.0,2012.0,46.0,,,0,0,0
Illinois,Chicago,State Psychopathic Institute,Psychopathic Hospital of Cook County,,,,,State Hospitals,https://www.asylumprojects.org/index.php?title=State_Psychopathic_Institute,Demolished,Single Building,,1908.0,,,,,0,0,0
Illinois,Tinley Park,Tinley Park State Hospital,Tinley Park Mental Health Center,,,,,State Hospitals,https://www.asylumprojects.org/index.php?title=Tinley_Park_State_Hospital,Demolished,Cottage Plan,,1958.0,2012.0,54.0,,,0,0,0
Illinois,Peoria,Zeller Zone Center,George Zeller Mental Health Center,,,,,State Hospitals,https://www.asylumprojects.org/index.php?title=Zeller_Zone_Center,Closed,Cottage Plan,,1967.0,2002.0,35.0,,,0,0,0
Illinois,Batavia,Bellevue Place,Batavia Institute,Fox Hill Home,,,,Private Institutions,https://www.asylumprojects.org/index.php?title=Bellevue_Place,Preserved,Single Building,,1867.0,1970.0,103.0,,30.0,0,0,0
Illinois,Gofrey,Beverly Farm,,,,,,Private Institutions,https://www.asylumprojects.org/index.php?title=Beverly_Farm,Active,Cottage Plan,,1897.0,,,,,0,0,0
Illinois,Springfield,Hope School,,,,,,Private Institutions,https://www.asylumprojects.org/index.php?title=Hope_School,Active,Single Building,,1957.0,,,,,0,0,0
Illinois,Wilmette,Kenilworth Sanitarium,Maryhaven,,,,,Private Institutions,https://www.asylumprojects.org/index.php?title=Kenilworth_Sanitarium,Demolished,Single Building,,1905.0,1947.0,42.0,,,0,0,0
Illinois,Palos Park(Original),Kennedy School,Lt. Joseph P Kennedy Jr. School,,,,,Private Institutions,https://www.asylumprojects.org/index.php?title=Kennedy_School,Active,Single Building,,1949.0,,,,,0,0,0
Illinois,Aurora,Mercyville Sanitarium,Mercy Center for Health Care Services,Provena Mercy Medical Center,,,,Private Institutions,https://www.asylumprojects.org/index.php?title=Mercyville_Sanitarium,Active,Single Building,,1931.0,,,,,0,0,0
Illinois,Jacksonville,Norbury Sanatorium,Maplecrest,Maplewood,Norbury Sanitarium,,,Private Institutions,https://www.asylumprojects.org/index.php?title=Norbury_Sanatorium,Closed,Cottage Plan,,1901.0,1960.0,59.0,50.0,125.0,0,0,0
Illinois,,Creating Orchard Village,,,,,,Private Institutions,https://www.asylumprojects.org/index.php?title=Orchard_Village&action=edit&redlink=1,,,,,,,,,1,0,1
Illinois,Jacksonville,Morgan County Tuberculosis Sanitarium,Oak Lawn Retreat,McFarland’s Insane Retreat,Oaklawn,,,Private Institutions,https://www.asylumprojects.org/index.php?title=Oak_Lawn_Retreat,Demolished,Single Building,,1917.0,1969.0,52.0,,78.0,0,0,0
Illinois,,Creating Peoria Sanitarium,,,,,,Private Institutions,https://www.asylumprojects.org/index.php?title=Peoria_Sanitarium&action=edit&redlink=1,,,,,,,,,1,0,1
Illinois,,"Creating Resthaven Sanitarium, Elgin",,,,,,Private Institutions,"https://www.asylumprojects.org/index.php?title=Resthaven_Sanitarium,_Elgin&action=edit&redlink=1",,,,,,,,,1,0,1
Illinois,,Creating Sunnybrook Farm Sanitarium,,,,,,Private Institutions,https://www.asylumprojects.org/index.php?title=Sunnybrook_Farm_Sanitarium&action=edit&redlink=1,,,,,,,,,1,0,1
Illinois,,Creating Washingtonian Home,,,,,,Private Institutions,https://www.asylumprojects.org/index.php?title=Washingtonian_Home&action=edit&redlink=1,,,,,,,,,1,0,1
Illinois,Danvers,Willow Bark Institute,,,,,,Private Institutions,https://www.asylumprojects.org/index.php?title=Willow_Bark_Institute,Demolished,Single Building,,1895.0,1950.0,55.0,,,0,0,0
Illinois,Danville,"National Home for Disabled Volunteer Soldiers, Danville",VA Illiana Health Care System,,,,,Federal Institutions,"https://www.asylumprojects.org/index.php?title=National_Home_for_Disabled_Volunteer_Soldiers,_Danville",Active,Cottage Plan,,1898.0,,,,4257.0,0,0,0
Illinois,Harrisburg,A. L. Bowen Developmental Center,A.L. Bowen Children's Center,Illinois Youth Center-Harrisburg (Current),,,,State School,https://www.asylumprojects.org/index.php?title=A._L._Bowen_Developmental_Center,Closed (as a mental health facility),Cottage Plan,,1965.0,1983.0,18.0,,157.0,0,0,0
Illinois,Dixon,Dixon State School,Illinois State Colony for Epileptics,Dixon State Hospital,Dixon Developmental Center,Jack Mabley Developmental Center,,State School,https://www.asylumprojects.org/index.php?title=Dixon_State_School,Active,Cottage Plan,,1918.0,1983.0,65.0,,5100.0,0,0,0
Illinois,Park Forest,Elisabeth Ludeman Developmental Center,,,,,,State School,https://www.asylumprojects.org/index.php?title=Elisabeth_Ludeman_Developmental_Center,Active,Cottage Plan,,1973.0,,,200.0,,0,0,0
Illinois,,Illinois School for the Deaf at Jacksonville,,,,,,State School,https://www.asylumprojects.org/index.php?title=Illinois_School_for_the_Deaf_at_Jacksonville,,,,,,,,,0,0,1
Illinois,Chicago,Illinois State Pediatric Institute,Illinois State Pediatric Institute for Mentally Retarded Children,Illinois Institute for Developmental Disabilities at Chicago,,,,State School,https://www.asylumprojects.org/index.php?title=Illinois_State_Pediatric_Institute,Active,Single Building,,1961.0,,,,,0,0,0
Illinois,Dixon,Dixon State School,Illinois State Colony for Epileptics,Dixon State Hospital,Dixon Developmental Center,Jack Mabley Developmental Center,,State School,https://www.asylumprojects.org/index.php?title=Jack_Mabley_Developmental_Center,Active,Cottage Plan,,1918.0,1983.0,65.0,,5100.0,0,0,0
Illinois,Lincoln,Lincoln State School,Illinois Asylum for Feeble-Minded Children,Lincoln State School and Colony,Lincoln Developmental Center,,,State School,https://www.asylumprojects.org/index.php?title=Lincoln_State_School,Closed (as a mental health facility),Cottage Plan,,1877.0,2002.0,125.0,,620.0,0,0,0
Illinois,Centralia,Murray Developmental Center,Warren G. Murray Developmental Center,,,,,State School,https://www.asylumprojects.org/index.php?title=Murray_Developmental_Center,Active,Cottage Plan,,1964.0,,,,325.0,0,0,0
Illinois,Dwight,William W. Fox Developmental Center,Keeley Institute,,,,,State School,https://www.asylumprojects.org/index.php?title=William_W._Fox_Developmental_Center,Active,Single Building,,1879.0,1965.0,86.0,,80.0,0,0,0
Illinois,Tinley Park,William A. Howe Developmental Center,,,,,,State School,https://www.asylumprojects.org/index.php?title=William_A._Howe_Developmental_Center,Demolished,Cottage Plan,,1973.0,2010.0,37.0,,,0,0,0
Illinois,St. Charles,Illinois State Training School for Boys at St. Charles,Illinois State Training School for Boys,Illinois Youth Center,,,,Reform Schools,https://www.asylumprojects.org/index.php?title=Illinois_State_Training_School_for_Boys_at_St._Charles,Active,Cottage Plan,,1904.0,,,,318.0,0,0,0
Illinois,Geneva,Illinois State Training School for Girls at Geneva,The Geneva Reformatory for Girls,Geneva School for Girls,Illinois Youth Center at Geneva,,,Reform Schools,https://www.asylumprojects.org/index.php?title=Illinois_State_Training_School_for_Girls_at_Geneva,Demolished,Cottage Plan,Colonial,1894.0,1978.0,84.0,,,0,0,0
Illinois,Lima,Adams County Asylum,Adams County Poorhouse,,,,,County Asylums,https://www.asylumprojects.org/index.php?title=Adams_County_Asylum,,Single Building,,1848.0,,,,101.0,0,0,0
Illinois,Beach Ridge,Alexander County Poor Farm,Alexander County Poorhouse,Alexander County Almshouse,,,,County Asylums,https://www.asylumprojects.org/index.php?title=Alexander_County_Poor_Farm,Demolished,Single Building,,1886.0,1929.0,43.0,,12.0,0,0,0
Illinois,,Creating Bond County Almshouse,,,,,,County Asylums,https://www.asylumprojects.org/index.php?title=Bond_County_Almshouse&action=edit&redlink=1,,,,,,,,,1,0,1
Illinois,Belvidere,Boone County Almshouse,Boone County Poor Farm,,,,,County Asylums,https://www.asylumprojects.org/index.php?title=Boone_County_Almshouse,Demolished,Single Building,,1855.0,1914.0,59.0,,20.0,0,0,0
Illinois,,Creating Brown County Almshouse,,,,,,County Asylums,https://www.asylumprojects.org/index.php?title=Brown_County_Almshouse&action=edit&redlink=1,,,,,,,,,1,0,1
Illinois,,Creating Bureau County Asylum,,,,,,County Asylums,https://www.asylumprojects.org/index.php?title=Bureau_County_Asylum&action=edit&redlink=1,,,,,,,,,1,0,1
Illinois,Mount Carroll,Carroll County Farm,,,,,,County Asylums,https://www.asylumprojects.org/index.php?title=Carroll_County_Farm,,,,1852.0,,,,38.0,0,0,0
Illinois,,Creating Cass County Almshouse,,,,,,County Asylums,https://www.asylumprojects.org/index.php?title=Cass_County_Almshouse&action=edit&redlink=1,,,,,,,,,1,0,1
Illinois,Urbana,Champaign County Poor Farm,Champaign County Nursing Home,,,,,County Asylums,https://www.asylumprojects.org/index.php?title=Champaign_County_Poor_Farm,,Single Building,,1857.0,,,,39.0,0,0,0
Illinois,Owaneco,Christian County Almshouse,,,,,,County Asylums,https://www.asylumprojects.org/index.php?title=Christian_County_Almshouse,Demolished,Single Building,,1870.0,1940.0,70.0,,,0,0,0
Illinois,Martinsville,Clark County Poor Farm,Clark County Poorhouse,,,,,County Asylums,https://www.asylumprojects.org/index.php?title=Clark_County_Poor_Farm,Demolished,Single Building,Second Empire,,,,,,0,0,1
Illinois,,Creating Clay County Almshouse,,,,,,County Asylums,https://www.asylumprojects.org/index.php?title=Clay_County_Almshouse&action=edit&redlink=1,,,,,,,,,1,0,1
Illinois,,Creating Clinton County Almshouse,,,,,,County Asylums,https://www.asylumprojects.org/index.php?title=Clinton_County_Almshouse&action=edit&redlink=1,,,,,,,,,1,0,1
Illinois,Oak Forest,Cook County Infirmary,Cook County Poorhouse,Cook County Poor Farm,Oak Forest Infirmary,Oak Forest Tuberculosis Hospital,Oak Forest Hospital,County Asylums,https://www.asylumprojects.org/index.php?title=Cook_County_Infirmary,Active,Pavilion Plan,,1910.0,,,,4300.0,0,0,0
Illinois,Loxa,Coles County Almshouse,Ashmore Estates,,,,,County Asylums,https://www.asylumprojects.org/index.php?title=Coles_County_Almshouse,Preserved,,,1870.0,1986.0,116.0,,250.0,0,0,0
Illinois,,Creating Crawford County Poorhouse,,,,,,County Asylums,https://www.asylumprojects.org/index.php?title=Crawford_County_Poorhouse&action=edit&redlink=1,,,,,,,,,1,0,1
Illinois,,Creating Cumberland County Poor Farm,,,,,,County Asylums,https://www.asylumprojects.org/index.php?title=Cumberland_County_Poor_Farm&action=edit&redlink=1,,,,,,,,,1,0,1
Illinois,Decatur,Decatur Mental Health Center,Macon County Mental Health Clinic,Heritage Behavioral Health Center,,,,County Asylums,https://www.asylumprojects.org/index.php?title=Decatur_Mental_Health_Center,Active,,,1956.0,,,,7000.0,0,0,0
Illinois,Sycamore,DeKalb County Infirmary,,,,,,County Asylums,https://www.asylumprojects.org/index.php?title=DeKalb_County_Infirmary,Demolished,Single Building,,,,,,,0,0,1
Illinois,,Creating DeWitt County Poor Farm,,,,,,County Asylums,https://www.asylumprojects.org/index.php?title=DeWitt_County_Poor_Farm&action=edit&redlink=1,,,,,,,,,1,0,1
Illinois,,Creating Douglas County Poor Farm,,,,,,County Asylums,https://www.asylumprojects.org/index.php?title=Douglas_County_Poor_Farm&action=edit&redlink=1,,,,,,,,,1,0,1
Illinois,Wheaton,DuPage County Infirmary,DuPage County Almshouse,DuPage County Convalescent Home,,,,County Asylums,https://www.asylumprojects.org/index.php?title=DuPage_County_Infirmary,Demolished,Single Building,,1888.0,1955.0,67.0,,,0,0,0
Illinois,,Creating Edgar County Almshouse,,,,,,County Asylums,https://www.asylumprojects.org/index.php?title=Edgar_County_Almshouse&action=edit&redlink=1,,,,,,,,,1,0,1
Illinois,,Creating Edwards County Almshouse,,,,,,County Asylums,https://www.asylumprojects.org/index.php?title=Edwards_County_Almshouse&action=edit&redlink=1,,,,,,,,,1,0,1
Illinois,,Creating Effingham County Poor Farm,,,,,,County Asylums,https://www.asylumprojects.org/index.php?title=Effingham_County_Poor_Farm&action=edit&redlink=1,,,,,,,,,1,0,1
Illinois,,Creating Fayette County Poor Farm,,,,,,County Asylums,https://www.asylumprojects.org/index.php?title=Fayette_County_Poor_Farm&action=edit&redlink=1,,,,,,,,,1,0,1
Illinois,,Creating Ford County Poor House,,,,,,County Asylums,https://www.asylumprojects.org/index.php?title=Ford_County_Poor_House&action=edit&redlink=1,,,,,,,,,1,0,1
Illinois,,Creating Franklin County Almshouse,,,,,,County Asylums,https://www.asylumprojects.org/index.php?title=Franklin_County_Almshouse&action=edit&redlink=1,,,,,,,,,1,0,1
Illinois,,Creating Franklin County Almshouse,,,,,,County/City/District Almshouses,https://www.asylumprojects.org/index.php?title=Franklin_County_Almshouse&action=edit&redlink=1,,,,,,,,,1,0,1
Illinois,Atlanta,Fulton County Almshouse,Fulton County Poor House,Haven Home,Galloway School (Current),,,County Institutions,https://www.asylumprojects.org/index.php?title=Fulton_County_Almshouse,Preserved,Single Building,Neoclassical Revival,1869.0,1963.0,94.0,,,0,0,0
Illinois,Atlanta,Fulton County Almshouse,Fulton County Poor House,Haven Home,Galloway School (Current),,,County Asylums,https://www.asylumprojects.org/index.php?title=Fulton_County_Almshouse,Preserved,Single Building,Neoclassical Revival,1869.0,1963.0,94.0,,,0,0,0
Illinois,,Creating Gallatin County Almshouse,,,,,,County Asylums,https://www.asylumprojects.org/index.php?title=Gallatin_County_Almshouse&action=edit&redlink=1,,,,,,,,,1,0,1
Illinois,Carrollton,Greene County Poor House,Greene County Almshouse,,,,,County Asylums,https://www.asylumprojects.org/index.php?title=Greene_County_Poor_House,Demolished,Single Building,Italianate,1842.0,1978.0,136.0,,135.0,0,0,0
Illinois,Morris,Grundy County Poor Farm,,,,,,County Asylums,https://www.asylumprojects.org/index.php?title=Grundy_County_Poor_Farm,,,,1842.0,,,,,0,0,0
Illinois,McLeansboro,Hamilton County Almshouse,,,,,,County Asylums,https://www.asylumprojects.org/index.php?title=Hamilton_County_Almshouse,Preserved,,,,,,,5.0,0,0,0
Illinois,,Creating Hancock County Almshouse,,,,,,County Asylums,https://www.asylumprojects.org/index.php?title=Hancock_County_Almshouse&action=edit&redlink=1,,,,,,,,,1,0,1
Illinois,,Creating Hardin County Almshouse,,,,,,County Asylums,https://www.asylumprojects.org/index.php?title=Hardin_County_Almshouse&action=edit&redlink=1,,,,,,,,,1,0,1
